ID,Age,Gender,Income,Region,Q1_Satisfaction,Q2_EaseOfUse,Q3_Recommendation,Q4_Value,Q5_Reliability,SignupDate
462,66,2,55528.95,2,5,2,5,2,4,2025-09-28
463,73,1,44504.12,4,1,3,5,5,1,2025-11-03
464,51,2,58209.7,4,4,3,2,3,4,2024-12-26
465,45,2,53315.08,2,4,2,3,5,4,2024-10-28
466,34,3,51685.46,1,1,4,2,1,4,2024-11-18
467,44,3,64212.5,3,2,5,4,5,4,2025-02-27
468,48,1,66362.62,2,5,1,3,1,5,2024-08-05
469,48,2,47042.48,1,5,5,4,3,3,2025-09-29
470,19,3,46362.73,1,5,5,4,3,1,2025-09-09
471,50,3,50874.22,3,2,4,2,5,2,2024-12-15
472,19,3,20471.18,4,3,5,4,3,1,2025-04-16
473,38,1,32272.13,1,1,4,2,2,4,2024-12-27
474,31,1,75503.11,3,5,4,4,3,4,2026-04-17
475,32,2,79674.52,3,4,5,5,1,1,2025-11-30
476,26,2,51264.46,3,1,5,4,2,1,2026-04-22
477,65,1,63648.35,3,1,3,1,4,1,2024-06-21
478,52,1,59668.75,2,5,1,4,5,1,2024-05-03
479,58,2,101183.21,2,2,1,3,1,1,2025-04-16
480,37,3,71793.62,4,5,5,2,2,3,2025-08-21
481,53,2,53081.24,4,1,4,4,5,4,2025-07-07
482,31,1,40666.89,3,5,3,2,3,3,2024-07-12
483,61,1,30903.31,3,5,4,5,2,5,2024-06-21
484,66,3,58051.95,2,1,1,1,5,2,2025-06-17
485,66,3,43654.74,2,2,3,1,1,3,2024-10-08
486,62,3,33666.19,3,4,1,1,1,4,2025-05-23
487,39,2,45301.41,2,5,5,1,3,5,2024-11-17
488,47,1,38776.78,2,2,2,2,4,1,2024-08-06
489,27,3,80307.12,2,2,5,4,2,3,2026-04-20
490,19,3,68224.6,4,3,5,1,2,1,2025-01-22
491,31,2,54880.41,2,5,3,1,1,5,2026-03-11
492,56,1,77199.16,4,5,4,4,5,5,2024-06-18
493,66,2,56160.52,1,2,1,3,3,4,2026-03-09
494,66,2,42080.74,4,5,2,1,4,4,2024-11-01
495,74,3,77846.86,2,2,1,4,5,1,2025-02-07
496,70,1,63083.65,2,5,3,5,1,2,2024-12-03
497,44,2,39441.31,2,2,4,1,4,1,2024-08-26
498,53,2,52144.92,4,3,1,1,4,5,2025-04-01
499,59,1,41865.73,2,5,2,1,5,1,2026-02-02
500,67,2,34258.0,3,3,4,2,1,1,2025-06-21
501,35,2,68892.66,1,2,5,4,3,2,2025-10-24
502,25,1,83641.25,4,5,4,1,2,5,2024-12-16
503,23,2,34021.49,4,3,2,2,5,3,2025-08-14
504,67,3,63444.54,2,4,2,2,1,2,2026-01-12
505,45,3,45240.36,1,5,1,4,5,5,2025-09-15
506,20,3,47693.12,3,2,2,4,4,2,2025-06-10
507,55,3,46114.09,1,3,1,1,2,4,2024-05-02
508,30,2,42040.14,1,3,2,2,2,5,2025-09-26
509,50,1,55727.82,1,2,1,1,2,4,2026-01-20
510,25,1,42535.75,2,2,5,1,5,3,2025-06-30
511,36,2,59056.85,1,1,1,3,1,1,2024-12-14
512,46,1,54246.43,1,1,3,3,1,1,2026-04-19
513,37,1,51415.78,4,1,4,1,3,1,2025-09-23
514,46,1,41386.55,4,4,2,5,1,4,2024-07-15
515,59,3,46348.43,3,1,2,1,5,4,2026-04-25
516,47,1,66330.87,3,2,3,3,3,5,2026-03-09
517,18,1,62513.76,2,1,3,2,5,4,2024-08-08
518,56,2,40336.67,4,5,4,5,5,5,2024-11-17
519,53,1,56489.98,1,1,3,3,3,1,2024-07-24
520,44,1,66270.81,2,5,4,1,4,4,2026-03-18
521,46,1,29958.92,4,4,1,4,2,4,2024-07-18
522,56,3,63150.4,3,3,2,3,4,2,2025-11-23
523,68,2,45060.64,2,4,3,4,1,2,2025-06-29
524,58,1,63558.98,4,5,3,5,4,3,2024-08-24
525,67,3,43551.11,3,2,4,3,2,3,2024-11-23
526,24,2,27926.77,4,1,5,5,3,1,2024-11-30
527,71,3,30586.86,4,3,1,1,3,1,2025-08-08
528,71,1,55721.27,2,2,4,1,1,1,2024-10-06
529,36,3,58895.84,3,2,3,2,3,3,2025-11-04
530,63,1,41435.25,1,4,2,1,3,2,2025-01-17
531,63,1,64578.89,4,1,3,4,4,2,2024-10-01
532,59,3,30077.2,4,5,4,5,1,1,2025-10-11
533,52,2,54008.8,3,5,1,2,4,5,2025-08-31
534,57,2,36834.76,2,2,4,5,4,4,2026-02-17
535,33,1,45222.46,4,1,5,4,4,3,2024-11-17
536,19,2,55710.98,1,4,2,1,5,4,2025-05-23
537,54,3,42093.8,2,5,1,3,2,3,2025-05-10
538,64,3,49231.67,2,5,1,5,2,3,2024-11-07
539,62,2,70094.39,4,2,4,2,1,4,2026-03-30
540,69,1,46346.62,2,2,3,5,3,1,2026-04-01
541,18,2,67535.38,4,5,5,5,3,1,2026-02-12
542,29,3,38054.4,2,2,2,1,5,5,2024-06-04
543,45,3,62947.06,2,3,1,5,3,1,2024-07-06
544,20,3,76623.53,3,1,5,1,2,2,2025-08-31
545,28,1,17925.33,2,4,5,2,2,1,2025-03-21
546,24,2,43046.57,2,1,5,5,5,2,2026-01-30
547,52,2,63656.08,3,4,2,5,3,3,2024-11-26
548,24,1,51954.32,1,5,2,2,4,4,2024-05-30
549,55,1,60567.19,4,1,3,4,3,2,2024-04-28
550,63,3,45940.22,2,4,3,3,4,5,2025-01-10
551,26,3,56298.85,3,1,4,1,3,5,2025-12-15
552,46,3,52664.84,1,3,4,5,3,1,2024-08-05
553,71,2,72516.73,2,3,1,3,4,5,2025-09-02
554,72,3,58816.31,4,1,2,5,5,2,2024-11-15
555,27,1,60064.04,2,3,2,1,1,5,2024-08-29
556,18,3,48821.85,2,4,2,1,4,5,2025-11-22
557,64,2,47685.91,4,3,1,5,5,1,2025-04-04
558,67,1,48511.63,1,5,1,2,5,5,2025-06-28
559,33,1,60916.78,1,3,2,4,4,3,2025-10-26
560,50,3,48685.23,4,3,2,3,4,1,2025-03-24
561,58,2,59346.62,1,3,2,4,4,1,2025-07-05
562,64,1,86131.01,1,1,4,3,1,2,2024-05-03
563,45,3,68066.87,4,2,1,2,1,3,2024-07-21
564,27,2,50109.65,3,2,3,1,5,1,2024-06-23
565,49,3,73018.21,2,4,5,5,1,5,2026-03-12
566,36,3,48878.87,4,1,1,1,2,2,2025-10-14
567,57,3,24428.13,3,1,2,2,4,4,2026-03-29
568,36,1,39878.71,1,1,2,3,4,1,2024-08-19
569,18,3,26938.12,4,3,3,3,5,3,2025-06-23
570,22,1,49727.3,4,2,2,4,1,2,2024-05-23
571,72,3,55276.28,2,3,4,2,2,4,2026-02-03
572,62,3,80146.56,2,1,4,4,5,3,2025-02-06
573,65,3,59903.91,4,4,2,3,1,3,2025-07-22
574,53,1,51713.49,3,5,2,4,2,1,2025-06-29
575,68,3,67441.08,2,5,1,3,1,5,2024-08-19
576,33,2,21832.97,4,1,2,1,3,5,2025-03-25
577,61,3,58534.22,3,5,2,4,3,3,2024-08-02
578,38,1,66562.98,1,2,5,2,4,1,2024-05-28
579,52,1,32821.21,2,4,5,3,5,5,2024-12-21
580,59,1,72156.31,4,2,1,4,4,5,2025-02-03
581,70,2,60077.45,2,4,4,1,5,1,2026-03-25
582,65,2,48770.68,1,2,4,5,4,5,2026-04-20
583,62,3,64491.73,4,2,1,5,3,2,2026-01-04
584,44,1,89060.39,1,4,5,1,3,1,2026-02-23
585,23,2,57727.99,1,3,3,4,5,4,2024-05-26
586,61,1,58723.31,4,4,4,2,3,5,2026-03-25
587,39,3,48109.59,4,4,3,2,1,5,2025-01-28
588,47,3,42252.33,2,4,3,3,5,5,2024-10-06
589,30,3,67455.04,2,3,5,4,1,1,2025-10-07
590,49,2,42158.74,4,1,1,4,5,4,2024-11-05
591,60,2,56073.49,2,3,3,1,1,1,2025-09-26
592,62,1,47835.14,4,1,3,1,1,3,2024-07-14
593,51,1,62184.7,4,3,2,1,3,2,2025-01-25
594,52,1,60004.93,4,1,5,3,5,4,2025-12-22
595,60,2,70563.1,4,3,4,1,1,3,2025-07-04
596,22,3,47349.75,4,5,4,3,1,1,2026-03-13
597,44,1,50951.88,1,3,3,2,3,3,2026-03-06
598,58,1,40318.54,2,4,4,5,1,5,2025-03-07
599,63,2,48335.6,4,5,4,1,2,1,2025-08-21
600,19,1,60659.51,1,1,5,3,5,3,2025-11-29
601,30,1,66354.83,2,2,5,5,5,1,2024-08-24
602,34,1,41167.52,1,3,4,1,3,5,2026-04-15
603,54,3,68044.09,2,5,5,4,5,3,2026-04-18
604,43,2,75334.57,2,3,3,1,5,3,2024-10-26
605,40,3,61201.52,1,1,2,3,4,5,2026-02-26
606,27,3,83151.94,4,5,2,4,1,2,2024-08-30
607,25,2,43393.16,1,4,5,1,1,2,2026-01-07
608,39,1,36330.18,2,1,1,2,3,5,2026-01-15
609,18,3,28319.2,1,4,3,4,1,3,2024-09-10
610,64,3,77440.66,2,4,1,1,3,5,2026-03-11
611,51,2,64815.48,2,2,2,5,4,3,2025-03-12
612,33,3,54166.23,3,3,5,1,2,4,2024-05-15
613,56,3,59199.53,2,4,4,5,1,2,2024-09-12
614,40,1,38117.66,2,1,4,2,1,1,2025-11-19
615,72,1,91686.28,3,2,4,4,4,1,2026-04-14
616,47,3,56938.32,3,3,3,4,3,2,2025-01-09
617,20,1,56640.92,4,1,2,3,1,1,2025-12-24
618,39,1,65886.5,2,5,1,1,3,2,2026-04-18
619,74,1,62215.14,2,5,1,2,1,5,2025-03-11
620,37,3,58358.26,1,3,1,2,2,4,2026-01-09
621,21,2,43142.88,2,4,3,4,2,4,2025-09-28
622,32,1,62072.03,3,5,4,2,5,3,2026-02-26
623,59,2,83230.37,1,3,2,1,4,2,2025-11-17
624,59,3,75181.3,1,3,1,2,2,2,2026-01-15
625,24,2,78897.8,2,2,2,4,4,1,2024-11-04
626,54,3,47331.76,1,4,2,5,3,3,2024-11-19
627,69,1,40155.93,4,4,2,4,5,4,2024-08-27
628,64,1,53113.2,3,5,4,3,1,5,2025-12-28
629,65,1,55835.87,4,1,2,5,5,1,2025-10-22
630,40,1,71412.87,2,4,5,2,2,4,2024-07-18
631,48,3,29613.03,4,4,1,4,3,4,2025-02-17
632,37,3,77943.25,2,4,5,4,2,1,2026-03-04
633,71,3,52629.88,2,4,1,3,3,1,2024-05-26
634,31,2,48596.78,3,1,5,3,2,2,2026-02-21
635,65,1,39818.43,4,1,1,3,2,5,2025-04-26
636,24,3,30177.15,3,1,5,1,1,1,2024-10-15
637,43,3,67347.56,3,2,4,1,3,5,2024-09-28
638,64,1,56099.77,3,2,3,4,1,4,2026-01-20
639,32,3,35650.59,1,2,5,2,1,4,2026-04-09
640,38,2,35573.82,3,2,1,5,3,3,2025-04-18
641,47,1,49963.23,2,1,1,3,2,3,2025-01-22
642,65,1,80035.32,1,1,4,4,5,2,2024-12-19
643,64,1,51106.13,3,3,4,4,2,4,2026-01-23
644,63,1,32452.86,2,2,3,5,2,3,2026-01-03
645,43,1,51313.85,1,3,3,4,2,3,2026-03-03
646,73,3,50909.15,4,4,4,2,3,1,2024-10-19
647,32,3,14546.7,2,2,5,2,1,4,2024-10-16
648,23,2,54185.58,3,2,3,2,4,4,2024-05-14
649,71,3,51535.98,1,4,2,2,1,2,2025-09-20
650,33,3,65443.1,3,3,5,2,5,5,2024-09-23
651,33,1,82734.34,3,2,3,4,1,2,2025-03-01
652,38,3,71898.48,1,4,2,5,5,2,2025-01-05
653,22,3,50966.67,4,4,3,3,5,4,2024-11-28
654,52,3,38402.11,4,3,4,1,4,4,2026-02-26
655,20,1,93600.4,2,5,5,2,5,4,2024-06-18
656,37,2,55888.28,1,3,2,4,3,1,2025-12-17
657,42,3,55208.94,2,4,5,1,4,1,2024-11-28
658,53,1,54638.12,2,3,3,4,4,2,2025-01-23
659,36,3,57971.27,1,1,1,3,3,5,2025-09-06
660,49,3,52834.59,4,3,5,1,1,5,2025-05-26
661,69,2,46395.07,3,5,3,3,4,4,2025-03-02
662,71,3,46797.12,1,1,1,1,2,3,2025-10-05
663,44,3,54508.7,1,2,5,1,1,3,2026-02-10
664,28,3,46848.63,2,1,4,3,2,4,2025-06-16
665,46,2,44307.31,2,1,4,4,1,2,2025-01-08
666,21,2,56596.45,2,1,4,2,2,3,2026-04-25
667,66,1,51175.34,3,5,1,5,2,4,2024-05-17
668,67,2,77559.89,4,3,4,1,4,4,2024-07-24
669,28,2,15235.45,3,1,5,2,1,5,2026-03-08
670,60,2,71372.6,3,5,1,1,1,5,2024-11-14
671,43,3,73691.28,4,5,3,3,4,3,2024-09-11
672,55,1,23899.15,2,2,1,5,3,2,2025-07-20
673,70,2,49859.69,4,1,2,4,5,5,2024-11-18
674,53,1,49428.39,4,2,4,3,2,2,2024-05-25
675,31,1,33887.32,3,4,4,1,5,3,2024-07-19
676,34,3,43332.75,4,2,3,4,3,4,2025-08-02
677,26,2,38341.36,4,4,5,5,5,4,2025-03-29
678,37,3,81284.06,3,5,2,1,3,2,2025-01-19
679,24,1,69035.18,1,1,3,2,5,3,2025-11-12
680,33,3,74073.33,3,1,2,4,5,5,2025-12-27
681,21,3,65825.08,1,5,5,5,1,3,2024-12-25
682,51,1,38064.22,2,2,4,1,4,1,2025-03-30
683,30,2,47132.2,4,3,2,2,2,3,2025-08-09
684,71,2,62340.62,3,5,1,3,1,3,2025-05-28
685,62,3,36668.08,4,1,3,1,4,2,2024-07-24
686,32,1,65694.98,2,2,3,3,1,1,2025-02-19
687,38,3,51395.12,4,2,2,2,2,4,2026-03-25
688,64,1,49377.69,2,1,2,2,2,2,2025-07-17
689,39,3,65664.4,4,3,1,2,5,3,2024-09-20
690,62,3,61663.95,1,2,1,1,2,1,2024-11-09
691,75,3,49585.51,4,5,3,4,5,3,2024-05-30
692,33,1,72389.95,2,4,5,4,3,5,2025-10-28
693,65,1,38784.05,3,5,2,2,1,3,2025-03-30
694,44,1,64239.03,1,2,1,1,2,4,2024-04-27
695,51,1,63896.52,4,5,1,4,3,4,2025-06-03
696,25,1,50356.8,3,1,5,2,4,4,2026-04-14
697,43,2,59892.0,3,3,3,3,5,1,2026-01-12
698,37,3,36233.3,3,4,1,3,1,5,2025-06-18
699,72,3,68860.41,3,4,1,2,5,5,2025-10-11
700,40,1,52226.47,3,1,4,3,2,5,2025-11-05
701,73,3,47159.15,1,5,3,2,2,1,2026-04-26
702,59,3,70735.14,1,3,1,1,2,3,2025-11-23
703,67,3,44434.84,4,3,4,5,5,1,2025-11-19
704,19,1,33873.08,3,2,3,4,3,5,2025-09-28
705,58,2,31650.56,1,4,4,2,3,5,2024-09-26
706,37,2,64090.15,3,4,2,4,5,5,2025-02-02
707,36,3,35793.56,3,3,5,2,2,3,2025-03-26
708,31,1,81321.91,4,3,4,5,3,4,2024-06-19
709,18,2,23771.06,1,5,5,1,4,1,2025-09-23
710,31,2,80446.85,2,5,3,2,1,5,2026-04-11
711,40,2,58165.26,2,5,3,1,5,5,2025-01-07
712,72,1,53549.3,2,4,1,1,5,4,2025-08-23
713,69,1,46826.21,2,3,4,3,4,5,2024-12-25
714,48,3,60987.04,1,3,2,4,2,5,2025-09-23
715,63,3,54435.48,2,5,1,1,1,4,2026-02-13
716,65,1,71549.53,1,4,1,3,3,1,2024-07-31
717,46,1,56713.41,4,3,1,1,2,3,2025-11-06
718,20,3,57254.53,2,2,4,2,5,3,2026-03-26
719,57,2,49545.82,1,3,4,3,4,3,2024-12-15
720,48,2,54145.82,2,4,1,1,4,3,2025-05-24
721,39,3,59617.03,1,3,3,4,1,4,2024-12-22
722,30,3,29347.47,1,2,2,4,3,4,2025-09-25
723,29,2,34777.22,2,1,5,4,5,2,2025-03-09
724,37,3,66148.96,1,1,5,2,3,4,2025-01-04
725,74,2,57562.98,3,1,1,5,3,4,2025-03-04
726,38,2,52240.25,4,5,2,5,5,2,2025-10-19
727,57,2,55276.51,1,1,1,2,3,1,2024-12-11
728,66,3,60213.73,1,4,1,3,5,3,2025-06-30
729,46,3,46903.6,4,1,4,4,2,1,2024-08-02
730,36,2,43325.43,4,1,3,1,1,3,2024-09-22
731,73,2,57937.68,3,1,1,5,5,2,2025-03-18
732,60,3,40324.41,3,5,1,4,2,1,2025-09-24
733,67,2,61123.79,2,1,3,5,4,3,2026-04-26
734,74,3,29461.25,1,2,2,2,3,3,2025-02-14
735,20,1,70437.33,4,2,5,3,1,3,2025-10-04
736,64,3,62088.96,4,4,3,5,3,5,2025-11-28
737,57,1,58840.45,4,2,3,1,3,3,2026-03-28
738,55,2,69740.36,3,5,1,5,3,3,2024-09-08
739,53,2,79982.12,3,3,5,5,1,4,2025-08-17
740,19,2,70215.55,1,3,5,3,4,3,2025-07-12
741,58,1,27386.89,1,2,2,3,1,3,2024-12-15
742,54,1,35806.35,2,5,5,4,4,3,2025-03-07
743,37,3,45627.72,1,3,1,3,5,5,2025-06-25
744,63,3,55391.37,3,3,1,4,4,2,2026-02-02
745,31,2,62764.89,4,3,5,4,4,4,2024-04-26
746,67,3,44113.84,3,1,1,1,1,1,2024-12-18
747,22,3,57801.5,3,1,4,5,3,2,2024-12-04
748,28,1,43669.26,1,4,4,5,5,5,2024-10-06
749,51,3,45827.23,1,4,2,5,1,2,2025-03-25
750,38,3,33900.08,1,1,1,3,1,5,2025-12-27
751,43,3,41151.5,3,1,3,2,5,1,2025-07-20
752,61,1,34724.73,1,4,2,5,3,5,2025-08-10
753,31,1,40361.9,1,2,5,2,3,5,2025-09-16
754,54,1,70804.63,3,2,5,5,5,3,2025-01-01
755,67,3,40759.02,1,4,4,1,5,4,2025-04-22
756,71,3,94485.73,1,5,2,3,1,5,2025-04-04
757,46,1,62399.77,2,4,2,3,5,1,2025-04-04
758,36,2,57772.54,2,1,3,5,4,4,2025-10-02
759,53,1,42124.63,1,1,3,2,2,1,2024-10-08
760,45,2,65504.65,1,2,1,1,2,2,2025-05-28
761,72,2,46365.43,3,2,1,3,2,3,2025-04-28
762,33,1,56830.15,3,1,4,3,4,2,2026-01-02
763,41,2,93401.27,4,5,2,1,2,3,2026-03-26
764,36,3,53559.1,4,4,1,5,5,1,2026-01-04
765,22,3,72239.1,3,5,4,5,3,2,2025-11-18
766,47,1,44452.35,1,5,5,4,2,5,2024-09-04
767,32,3,54475.17,4,3,5,4,4,4,2025-09-19
768,22,1,81562.01,1,1,3,5,3,3,2024-06-30
769,18,2,45595.49,3,5,5,2,5,3,2024-12-02
770,53,3,82186.73,3,3,1,1,1,1,2025-05-31
771,60,1,65616.28,3,5,3,3,5,1,2025-09-23
772,48,2,46563.0,4,3,4,5,1,4,2025-08-30
773,36,1,64486.12,1,3,3,2,3,1,2025-08-19
774,62,1,69588.32,4,4,2,2,2,3,2025-01-11
775,19,3,64327.15,1,5,5,2,3,5,2024-07-07
776,66,2,31446.63,4,2,2,5,3,5,2026-01-21
777,62,3,44092.94,4,3,1,5,3,5,2025-11-30
778,25,2,51287.22,3,3,5,5,2,5,2024-10-25
779,53,1,53883.5,2,5,4,3,5,3,2025-09-30
780,25,1,64310.08,2,4,5,1,2,3,2024-12-23
781,62,3,57665.52,4,2,4,1,3,3,2024-10-17
782,20,1,34969.83,4,4,5,2,5,1,2026-01-12
783,20,3,60702.97,2,1,2,2,4,3,2024-09-27
784,74,3,64158.79,3,4,4,1,4,1,2024-08-18
785,26,1,63396.86,4,4,2,5,5,3,2024-05-14
786,59,3,71211.71,1,5,1,5,1,5,2024-05-31
787,45,1,67508.83,3,4,1,1,4,3,2024-11-02
788,75,1,61887.7,1,4,4,5,3,4,2025-04-30
789,63,3,53947.51,4,3,1,2,2,1,2025-08-13
790,30,1,30085.59,4,1,5,2,4,4,2026-02-15
791,68,1,61444.27,1,1,4,1,2,2,2025-12-13
792,19,3,58115.32,4,5,3,4,1,2,2024-06-21
793,50,1,59073.68,2,4,3,4,2,1,2025-04-14
794,41,2,35848.77,1,2,2,2,2,5,2025-03-13
795,62,1,38784.15,3,1,4,5,1,1,2026-03-15
796,32,1,70797.29,1,3,2,2,2,4,2025-08-28
797,33,3,54406.67,2,4,4,5,4,4,2025-07-17
798,66,3,65222.51,1,5,1,4,2,1,2024-09-24
799,71,3,55424.78,3,2,3,3,1,3,2025-11-04
800,30,3,55446.34,4,3,4,3,4,3,2025-10-18
801,70,2,69074.26,2,1,1,2,3,4,2025-02-18
802,24,1,47259.33,2,4,5,1,2,4,2025-05-14
803,56,1,56441.81,2,4,1,3,5,1,2025-03-02
804,65,2,48065.87,2,2,4,1,3,4,2024-11-01
805,50,1,48482.56,4,1,4,2,4,4,2024-08-18
806,23,1,50362.42,1,5,5,3,3,3,2025-09-17
807,25,2,58332.01,4,2,4,4,2,2,2025-10-12
808,68,1,47818.77,2,4,1,3,2,3,2024-04-30
809,75,3,73836.34,3,3,1,5,4,2,2026-03-20
810,66,3,41580.89,4,1,3,5,3,2,2025-11-30
811,73,2,52196.93,4,1,1,2,1,5,2026-02-23
812,55,1,48404.03,3,5,4,3,2,4,2025-12-15
813,73,2,76704.67,3,5,3,1,5,3,2026-03-14
814,52,1,57948.32,2,2,2,5,4,1,2024-07-17
815,60,1,70477.67,3,2,4,3,4,1,2025-12-21
816,58,3,32716.59,2,2,1,1,4,1,2025-03-22
817,61,2,59005.75,1,2,2,2,4,5,2024-10-12
818,58,3,68344.46,2,3,1,5,1,3,2024-09-09
819,69,2,56234.26,1,3,4,5,2,5,2026-01-10
820,57,1,70982.21,1,4,1,4,3,1,2025-10-18
821,32,2,47240.67,4,5,3,4,1,4,2025-06-02
822,28,2,76140.21,2,4,5,2,5,3,2025-04-21
823,26,1,89483.47,3,4,3,3,1,4,2024-06-04
824,64,2,49557.42,4,1,4,5,5,5,2025-07-02
825,63,2,48317.46,1,1,1,5,2,2,2024-11-05
826,53,2,76800.77,4,4,5,4,5,2,2026-04-08
827,24,3,78693.58,4,1,4,2,5,5,2026-02-13
828,48,1,47157.1,1,4,3,2,2,2,2024-07-29
829,69,1,48697.2,4,2,1,2,5,4,2025-04-15
830,61,2,50773.23,4,4,1,2,5,5,2024-08-07
831,56,2,34833.24,3,1,3,5,5,2,2026-01-08
832,48,2,41220.22,3,2,3,1,2,5,2025-04-21
833,61,1,39937.89,4,2,4,3,5,3,2025-09-26
834,58,2,43483.04,3,4,3,5,5,2,2025-06-12
835,53,3,54479.73,1,5,4,4,1,4,2025-07-04
836,64,1,58513.22,4,1,1,4,2,2,2025-08-01
837,42,3,78257.51,4,1,4,5,3,4,2024-12-28
838,39,2,40024.69,1,3,1,5,2,1,2025-12-03
839,71,1,69764.84,3,2,2,5,5,1,2026-03-19
840,67,3,51790.17,2,5,4,1,5,2,2025-04-04
841,36,2,54258.04,1,2,2,4,1,3,2025-08-14
842,66,3,65122.29,2,1,1,1,1,1,2026-01-19
843,62,3,38159.17,1,3,2,5,3,1,2025-11-05
844,66,1,60736.15,4,2,3,3,5,1,2026-03-19
845,23,2,57496.78,4,2,5,4,1,5,2025-05-23
846,64,2,62386.77,4,3,4,5,1,2,2025-03-23
847,18,2,59337.53,3,1,5,2,3,4,2026-01-31
848,70,1,91829.5,4,3,1,4,3,5,2026-03-31
849,25,1,45433.9,4,4,5,2,3,4,2025-06-25
850,40,1,47035.05,1,5,5,4,3,4,2025-04-07
851,47,2,45652.89,3,3,1,1,1,2,2026-03-23
852,42,1,46667.84,4,5,3,3,4,4,2024-08-27
853,18,2,45439.19,1,1,3,4,4,1,2025-11-24
854,43,3,72835.25,2,3,1,5,4,4,2026-02-24
855,39,2,76307.56,1,4,2,4,3,2,2025-04-29
856,54,2,46438.81,4,3,4,5,1,2,2025-04-10
857,42,2,42514.67,1,3,2,1,4,5,2024-11-13
858,63,2,62071.23,2,5,2,2,2,5,2025-11-30
859,28,1,46716.65,2,1,3,4,4,4,2024-11-04
860,40,1,64493.98,4,1,4,5,1,3,2026-02-07
861,51,2,58043.85,2,2,3,2,1,3,2025-09-03
862,34,2,32263.84,4,2,4,1,2,4,2024-11-27
863,65,3,78212.58,1,2,4,4,3,4,2025-12-11
864,19,2,81938.17,4,3,3,5,5,2,2025-12-21
865,23,2,45808.17,2,2,4,1,4,5,2025-06-04
866,57,3,49184.48,3,3,4,5,4,5,2025-05-07
867,36,2,59287.98,2,1,4,5,3,1,2025-08-25
868,40,2,60016.85,2,4,3,5,1,3,2024-10-28
869,24,2,64878.16,1,5,5,3,4,1,2024-11-25
870,65,3,85153.07,1,3,4,4,2,3,2025-04-02
871,39,2,52345.79,3,3,4,1,3,4,2024-06-25
872,60,3,43025.54,1,1,4,4,1,4,2025-11-01
873,45,1,34310.21,1,2,5,3,4,2,2024-12-03
874,68,2,44036.05,4,2,2,3,1,2,2024-10-25
875,74,1,54503.1,3,5,3,2,1,3,2024-11-23
876,44,3,81918.37,1,2,5,3,4,2,2025-01-11
877,22,2,47235.83,3,3,5,1,5,5,2024-12-30
878,24,1,58356.82,1,5,2,4,1,5,2026-03-20
879,21,3,54753.66,1,2,4,2,3,4,2025-06-19
880,36,2,72825.9,3,3,5,4,3,1,2024-06-27
881,71,2,92903.99,4,2,2,3,2,5,2024-08-11
882,69,2,47036.97,4,1,2,3,5,2,2024-08-21
883,20,3,47658.41,3,4,3,5,2,1,2024-10-22
884,69,2,70662.41,2,5,3,1,2,4,2025-02-17
885,35,2,65228.37,2,1,3,2,4,1,2025-10-17
886,72,3,82700.61,1,1,1,4,1,3,2024-08-22
887,20,2,63758.92,3,4,4,2,1,5,2025-10-26
888,48,3,49610.62,1,5,4,4,3,4,2024-10-09
889,35,2,63859.82,1,2,4,4,3,2,2024-06-14
890,68,2,71630.55,3,2,3,1,1,5,2025-03-14
891,61,1,67307.23,3,1,3,4,4,2,2025-03-08
892,41,3,62609.11,2,1,5,3,1,5,2025-01-08
893,71,1,71000.12,1,3,4,5,3,1,2025-06-21
894,40,2,72539.43,3,5,4,5,3,2,2025-04-22
895,35,2,75732.38,2,3,1,2,3,1,2025-03-14
896,29,3,64730.65,4,1,4,2,5,1,2024-06-13
897,61,3,52493.23,4,4,4,1,1,5,2024-10-03
898,75,3,57200.71,3,1,3,5,3,2,2026-02-01
899,33,1,73097.63,3,5,5,1,2,4,2025-03-18
900,43,3,42745.96,4,5,4,2,2,1,2025-02-22
901,43,3,60530.1,3,3,4,5,2,5,2026-03-29
902,42,1,49099.92,2,2,5,1,2,2,2025-12-14
903,64,2,55431.17,1,2,1,3,3,5,2025-07-23
904,57,3,74176.78,2,5,2,5,2,2,2025-10-18
905,35,3,57866.49,1,5,5,3,4,1,2024-05-11
906,54,2,55696.55,1,1,2,5,4,5,2026-02-20
907,49,3,34602.16,4,4,5,2,1,3,2026-03-11
908,50,2,66193.8,2,2,2,3,1,5,2025-12-11
909,64,2,64682.26,3,5,1,2,5,4,2025-07-17
910,25,3,87448.82,3,3,5,2,1,3,2025-02-15
911,27,2,50383.33,4,3,4,5,1,3,2025-05-01
912,69,1,58287.25,4,3,1,2,5,4,2024-04-30
913,57,3,58740.76,3,2,1,3,1,1,2025-01-24
914,41,2,78661.8,1,1,5,4,1,5,2024-12-13
915,75,1,53570.57,1,1,3,4,4,3,2025-12-02
916,46,3,59185.32,2,4,4,5,5,4,2025-02-22
917,41,2,64118.45,1,3,5,2,4,4,2026-02-17
918,73,3,57799.14,1,3,2,5,5,5,2026-03-19
919,60,2,48303.5,1,4,1,2,1,3,2026-02-04
920,69,3,57911.35,1,5,2,3,1,4,2025-03-17
921,32,2,71104.48,3,4,4,1,4,1,2025-06-18
922,68,1,39602.27,1,3,1,3,4,2,2025-11-27
923,68,2,56994.55,4,4,3,1,3,2,2025-11-17
924,22,2,44498.19,2,4,3,5,1,1,2025-06-24
925,44,1,72925.7,1,1,5,5,1,5,2026-01-07
